,recipeID,ingredient_and_quantity,ingredient_gt
3614,286,2 tbsp of jarred jalapenos,jalapeno chilies
3615,286,handful of coriander,coriander
3616,286,salt,salt
3617,286,pepper,pepper
3618,286,olive oil,olive oil
3619,287,200g pearl barley,pearl barley
3620,287,300g sweet potato,potato
3621,287,1 head red cabbage,cabbage
3622,287,a bunch of coriander,coriander
3623,287,250g halloumi,halloumi
3624,287,2 red chilli,chilli
3625,287,2 limes,lime
3626,287,2 tbsp smooth peanut butter,peanut butter
3627,287,olive oil,olive oil
3628,287,salt,salt
3629,287,pepper,pepper
3630,288,200g greek yoghurt,yoghurt
3631,288,1 tsp paprika,paprika
3632,288,4 tsp garlic powder,garlic powder
3633,288,4 tsp chilli powder,chilli powder
3634,288,4 tsp italian herb mix,herb mix
3635,288,1 tsp yellow mustard,mustard
3636,288,3 tbsp sriracha,sriracha
3637,288,2 eggs,eggs
3638,288,4 chicken thighs,chicken thighs
3639,288,300g plain flour,flour
3640,288,100g mayo,mayonnaise
3641,288,1 tsp apple cider vinegar,apple cider vinegar
3642,288,1⁄4 head lettuce,lettuce
3643,288,2 tomatoes,tomatoes
3644,288,4 brioche burger buns,brioche buns
3645,288,4 american cheese slices,cheese slices
3646,288,salt,salt
3647,288,pepper,pepper
3648,288,vegetable oil,vegetable oil
3649,289,1 large onion,onion
3650,289,2 red chillies,chillies
3651,289,4 spring onions,spring onions
3652,289,3cm knob of ginger,ginger
3653,289,2 cloves of garlic,garlic
3654,289,500g rump steak,rump steak
3655,289,1 egg,egg
3656,289,75g cornflour,cornflour
3657,289,1⁄2 tsp white pepper,pepper
3658,289,40g sriracha,sriracha
3659,289,30g tomato ketchup,tomato ketchup
3660,289,30g rice wine vinegar,seasoned rice wine vinegar
3661,289,40g caster sugar,caster sugar
3662,289,30g soy sauce,soy sauce
3663,289,salt,salt
3664,289,vegetable oil,vegetable oil
3665,290,1 tsp fennel seeds,fennel seeds
3666,290,4 pork sausages,pork sausages
3667,290,2 banana shallots,banana shallots
3668,290,1 red chilli,chilli
3669,290,4 cloves garlic,garlic
3670,290,1⁄2 bunch basil,basil
3671,290,1⁄2 bunch flat leaf parsley,parsley
3672,290,200g cherry tomatoes ,cherry tomatoes
3673,290,1 sprig of thyme,thyme
3674,290,200ml white wine,wine
3675,290,1 tbsp tomato puree,tomato puree
3676,290,200g dried de cecco tagliatelle/ pappardelle,tagliatelle or pappardelle
3677,290,50g cold unsalted butter,butter
3678,290,50g parmesan,parmesan
3679,290,salt,salt
3680,290,olive oil,olive oil
3681,291,1 aubergine,aubergine
3682,291,4 tomatoes,tomatoes
3683,291,1 tsp dried oregano,oregano
3684,291,one bulb of garlic,garlic
3685,291,1 small ciabatta roll,ciabatta roll
3686,291,2 tbsp red wine vinegar,wine vinegar
3687,291,50g parmesan,parmesan
3688,291,150g rocket,rocket
3689,291,150g watercress,watercress
3690,291,a bunch of basil,basil
3691,291,100g mozzarella,mozzarella
3692,291,olive oil,olive oil
3693,291,salt,salt
3694,291,pepper,pepper
3695,292,1 onion,onion
3696,292,5 cloves of garlic,garlic
3697,292,a small handful of parsley,parsley
3698,292,100g 'nduja paste,'nduja paste
3699,292,400g tinned chopped tomatoes,tomatoes
3700,292,2 tsp chilli flakes,chilli
3701,292,400g pasta,pasta
3702,292,50g butter,butter
3703,292,2 balls burrata,burrata
3704,292,salt,salt
3705,292,pepper,pepper
3706,292,olive oil,olive oil
3707,293,1kg bone-in chicken thigh,chicken thigh
3708,293,2 tbsp smoked paprika,paprika
3709,293,1 red onion,onion
3710,293,small handful parsley,parsley
3711,293,2 lemons,lemon
3712,293,1⁄2 head of white cabbage,cabbage
3713,293,200g sour cream,sour cream
3714,293,2 tbsp hot sauce,sauce
3715,293,4 pittas,pita bread
3716,293,salt,salt
3717,293,pepper,pepper
3718,293,olive oil,olive oil
3719,294,350g sirloin strips,sirloin strips
3720,294,4 tbsp soy sauce,soy sauce
3721,294,4 cloves garlic,garlic
3722,294,2 tbsp rice wine vinegar,seasoned rice wine vinegar
3723,294,4cm knob of ginger,ginger
3724,294,1 red chilli,chilli
3725,294,1 onion,onion
3726,294,4 spring onions,spring onions
3727,294,150g tenderstem broccoli,broccoli
3728,294,2 tsp bicarbonate of soda,bicarbonate of soda
3729,294,75g chikas black pepper cashews,cashews
3730,294,4 tbsp black bean sauce,bean sauce
3731,294,400g pappardelle,pappardelle
3732,294,1 tbsp cornflour,cornflour
3733,294,olive oil,olive oil
3734,295,2 sticks of lemongrass,lemongrass
3735,295,2 cloves of garlic,garlic
3736,295,2 tbsp crispy chilli oil,chilli oil
3737,295,1 tsp ground coriander,coriander
3738,295,1⁄2 tsp turmeric,turmeric
3739,295,4 chicken thigh fillets,chicken thigh
3740,295,2 tbsp smooth peanut butter,peanut butter
3741,295,2 tbsp coconut yoghurt,coconut yoghurt
3742,295,1 tbsp soy sauce,soy sauce
3743,295,3 tbsp mayonnaise,mayonnaise
3744,295,2 large carrots,carrots
3745,295,1⁄2 red cabbage,cabbage
3746,295,bunch of coriander,coriander
3747,295,2 limes,lime
3748,295,4 brioche buns,brioche buns
3749,295,salt,salt
3750,295,pepper,pepper
3751,295,vegetable oil,vegetable oil
3752,296,250g block of halloumi,halloumi
3753,296,1 onion,onion
3754,296,1 green pepper,pepper
3755,296,1 red pepper,pepper
3756,296,2 cloves of garlic,garlic
3757,296,225g chorizo ring,chorizo
3758,296,1 tsp hot smoked paprika,paprika
3759,296,1⁄2 tsp cayenne pepper,cayenne pepper
3760,296,1⁄2 tsp dried oregano,oregano
3761,296,400g chopped tomatoes,tomatoes
3762,296,250g tilda easy cook long grain rice,grain rice
3763,296,300ml chicken stock,chicken stock
3764,296,2 spring onions,spring onions
3765,296,salt,salt
3766,296,pepper,pepper
3767,296,olive oil,olive oil
3768,297,650g maris piper potatoes,potatoes
3769,297,2 eggs,eggs
3770,297,"90g grated parmesan, plus more to serve",parmesan
3771,297,150g '00' flour,flour
3772,297,35g unsalted butter,butter
3773,297,salt,salt
3774,297,black pepper,pepper
3775,298,1kg baby potatoes,potatoes
3776,298,2 tsp smoked paprika,paprika
3777,298,1 lemon,lemon
3778,298,1 bulb garlic,garlic
3779,298,1 whole chicken ,chicken
3780,298,200g 'nduja,nduja
3781,298,1 tsp dried thyme,thyme
3782,298,a small handful of parsley,parsley
3783,298,200g mayonnaise,mayonnaise
3784,298,olive oil,olive oil
3785,298,salt,salt
3786,298,pepper,pepper
3787,299,500g chicken thighs,chicken thighs
3788,299,2 eggs,eggs
3789,299,1 tsp white pepper powder,pepper powder
3790,299,3 lemons,lemon
3791,299,3 tbsp sugar,sugar
3792,299,4 tbsp soy sauce,soy sauce
3793,299,1 onion,onion
3794,299,3 cloves of garlic,garlic
3795,299,3cm knob of ginger,ginger
3796,299,400ml chicken stock,chicken stock
3797,299,200g plain flour,flour
3798,299,1 tbsp cornflour,cornflour
3799,299,1 tbsp toasted sesame seeds,sesame seeds
3800,300,2 cloves of garlic,garlic
3801,300,800g chopped tomatoes,tomatoes
3802,300,75g creme fraiche,creme fraiche
3803,300,200g whole leaf kale,kale
3804,300,250g ricotta,ricotta
3805,300,1 lemon,lemon
3806,300,80g sacla' basil pesto,basil pesto sauce
3807,300,250g conchiglioni,conchiglioni
3808,300,150g mozzarella ball,mozzarella
3809,300,salt,salt
3810,300,pepper,pepper
3811,300,olive oil,olive oil
3812,301,100g soft toffees,toffee
3813,301,3 tbsp milk,milk
3814,301,1 tsp miso paste,miso paste
3815,301,20g butter,butter
3816,301,125g mini marshmallows,marshmallows
3817,301,220g dark chocolate,dark chocolate
3818,301,300ml double cream,double cream
3819,302,4 bread roll subs,bread subs
3820,302,40ml buttermilk,buttermilk
3821,302,50ml chicken stock,chicken stock
3822,302,a handful of parsley,parsley
3823,302,1⁄2 onion,onion
3824,302,4 cloves of garlic,garlic
3825,302,2 eggs,eggs
3826,302,1 tsp dried oregano,oregano
3827,302,1⁄2 tsp ground fennel seeds,fennel seeds
3828,302,225g beef mince,beef mince
3829,302,225 pork mince,pork mince
3830,302,100g parmesan cheese,parmesan cheese
3831,302,200g mayonnaise,mayonnaise
3832,302,2 tbsp apple cider vinegar,apple cider vinegar
3833,302,2 tbsp 'nduja paste,'nduja paste
3834,302,1 lemon,lemon
3835,302,1 head iceberg lettuce,lettuce
3836,302,150g tenderstem broccoli,broccoli
3837,302,50ml sherry vinegar,sherry vinegar
3838,302,12 slices mortadella,mortadella
3839,302,olive oil,olive oil
3840,302,salt,salt
3841,302,pepper,pepper
3842,303,400g flat rice noodles,rice noodles
3843,303,3 cloves of garlic,garlic
3844,303,2 red chillies,chillies
3845,303,1 onion,onion
3846,303,2 spring onions,spring onions
3847,303,a bunch of basil,basil
3848,303,400g chicken breast,chicken breast
3849,303,2 tsp fish sauce,fish sauce
3850,303,3 tbsp oyster sauce,oyster sauce
3851,303,2 tbsp soy sauce,soy sauce
3852,303,2 tsp sugar,sugar
3853,303,vegetable oil,vegetable oil
3854,304,small bunch of parsley,parsley
3855,304,small bunch of basil,basil
3856,304,2 tbsp capers,capers
3857,304,3 tbsp sherry vinegar,sherry vinegar
3858,304,225g chorizo ring,chorizo
3859,304,4 cloves of garlic,garlic
3860,304,2 red peppers,peppers
3861,304,450g gnocchi,gnocchi
3862,304,20g parmesan,parmesan
3863,304,salt,salt
3864,304,pepper,pepper
3865,304,olive oil,olive oil
3866,305,5 cloves of garlic,garlic
3867,305,1 red chilli,chilli
3868,305,handful of basil,basil
3869,305,4 large tomatoes,tomatoes
3870,305,250g cherry tomatoes,cherry tomatoes
3871,305,1 vegetable stock cube,vegetable stock
3872,305,500g orzo,orzo
3873,305,salt,salt
3874,305,pepper,pepper
3875,305,olive oil,olive oil
3876,306,400g tinned chickpeas,chickpeas
3877,306,400g cherry tomatoes,cherry tomatoes
3878,306,1 tsp ground cumin,cumin
3879,306,1 tsp ground cinnamon,cinnamon
3880,306,200g bulgur wheat,bulgur wheat
3881,306,400ml vegetable stock,vegetable stock
3882,306,2 tbsp rose harissa paste,harissa paste
3883,306,handful of parsley,parsley
3884,306,4 tbsp yoghurt ,yoghurt
3885,306,salt,salt
3886,306,olive oil,olive oil
3887,307,4 cloves,cloves
3888,307,3 cardamom pods,cardamom pods
3889,307,1 tbsp coriander seeds,coriander seeds
3890,307,1 tbsp cumin seeds,cumin seeds
3891,307,2 shallots,shallots
3892,307,2 sticks of lemongrass,lemongrass
3893,307,6 cloves of garlic,garlic
3894,307,3cm knob of galangal ,galangal or ginger
3895,307,2 red chillies,chillies
3896,307,1⁄2 tsp turmeric,turmeric
3897,307,2 fresh kaffir lime leaves,kaffir lime leaves
3898,307,800g lamb neck fillet,lamb neck
3899,307,1 star anise,star anise
3900,307,1 stick of cinnamon,cinnamon
3901,307,400ml coconut milk,coconut milk
3902,307,500ml chicken stock,chicken stock
3903,307,8 small waxy potatoes ,waxy potatoes
3904,307,50g peanuts,peanuts
3905,307,handful of coriander,coriander
3906,307,1 tsp tamarind paste,tamarind paste
3907,307,1 tbsp soft brown sugar,sugar
3908,307,400g tilda jasmine rice,jasmin rice
3909,307,salt,salt
3910,307,vegetable oil,vegetable oil
3911,308,2 x 175g quorn makes amazing peri peri strips,peri peri strips
3912,308,1 red onion,onion
3913,308,1 scotch bonnet,scotch bonnet
3914,308,1 mango,mango
3915,308,2 tbsp apple cider vinegar,apple cider vinegar
3916,308,1 tsp caster sugar,caster sugar
3917,308,200g tinned chopped tomatoes,tomatoes
3918,308,1 tbsp tomato puree,tomato puree
3919,308,1 tbsp agave syrup,agave syrup
3920,308,2 cloves of garlic,garlic
3921,308,150g dairy-free yoghurt,yoghurt
3922,308,1 lemon,lemon
3923,308,4 pittas,pita bread
3924,308,100g mixed lettuce leaves,lettuce leaves
3925,309,1 large butternut squash,butternut squash
3926,309,1 tsp chilli flakes,chilli
3927,309,1 tsp fennel seeds,fennel seeds
3928,309,1 large onion,onion
3929,309,2 cloves of garlic,garlic
3930,309,800g pork sausages,pork sausages
3931,309,handful of basil,basil
3932,309,50g butter,butter
3933,309,50g flour,flour
3934,309,850ml milk,milk
3935,309,200g taleggio,taleggio
3936,309,pinch of nutmeg,nutmeg
3937,309,12 fresh lasagne sheets,lasagne sheets
3938,309,150g mozzarella,mozzarella
3939,309,salt,salt
3940,309,pepper,pepper
3941,309,olive oil,olive oil
3942,310,1kg potatoes,potatoes
3943,310,1 bulb of garlic,garlic
3944,310,handful of rosemary,rosemary
3945,310,salt,salt
3946,310,pepper,pepper
3947,310,olive oil,olive oil
3948,311,4 hot cross buns,hot cross buns
3949,311,2 eggs,eggs
3950,311,100ml milk,milk
3951,311,2 tbsp caster sugar,caster sugar
3952,311,1⁄2 tsp cinnamon,cinnamon
3953,311,knob of butter,butter
3954,311,4 tbsp greek yoghurt,yoghurt
3955,311,2 bananas,bananas
3956,311,4 tbsp honey,honey
3957,312,1 bulb of garlic,garlic
3958,312,1.4kg vine ripened tomatoes,vine ripened tomatoes
3959,312,2 tbsp sherry vinegar ,sherry vinegar or wine vinegar
3960,312,bunch of basil,basil
3961,312,300ml milk,milk
3962,312,1 bay leaf,bay leaf
3963,312,generous grating of nutmeg,nutmeg
3964,312,25g butter,butter
3965,312,25g flour,flour
3966,312,250g mozzarella,mozzarella
3967,312,200g spinach,spinach
3968,312,2 tbsp butter,butter
3969,312,2 leeks,leeks
3970,312,200g creme fraiche,creme fraiche
3971,312,200g castello danish blue cheese,blue cheese
3972,312,generous grating of nutmeg,nutmeg
3973,312,250g cannelloni tubes,cannelloni
3974,312,30g parmesan,parmesan
3975,312,salt,salt
3976,312,pepper,pepper
3977,312,olive oil,olive oil
3978,313,2 large onions,onions
3979,313,2 cloves of garlic,garlic
3980,313,handful of parsley,parsley
3981,313,100g kalamata olives,kalamata olives
3982,313,500g spaghetti,spaghetti
3983,313,1 small tin of anchovies,anchovies
3984,313,150ml pasta water,pasta water
3985,313,80g parmesan,parmesan
3986,313,25g butter,butter
3987,313,salt,salt
3988,313,pepper,pepper
3989,313,olive oil,olive oil
3990,314,800g chicken thigh fillets,chicken thigh
3991,314,200g greek yoghurt,yoghurt
3992,314,2 tsp dried oregano,oregano
3993,314,2 tsp dried mint,mint
3994,314,1⁄2 tsp dried chilli flakes,chilli
3995,314,2 cloves of garlic,garlic
3996,314,1 lemon,lemon
3997,314,1 cucumber,cucumber
3998,314,handful of fresh mint,mint
3999,314,200g greek yoghurt,yoghurt
4000,314,1 lemon,lemon
4001,314,4 large tomatoes,tomatoes
4002,314,1 red onion,onion
4003,314,handful of kalamata olives,kalamata olives
4004,314,handful of parsley,parsley
4005,314,1 lemon,lemon
4006,314,4 flatbreads,flatbread
4007,314,salt,salt
4008,314,pepper,pepper
4009,314,olive oil,olive oil
4010,315,400g pork sausages,pork sausages
4011,315,olive oil,olive oil
4012,315,2 tbsp balsamic vinegar,balsamic vinegar
4013,315,"4 garlic cloves, finely chopped",garlic
4014,315,1 tsp dried chilli flakes,chilli
4015,315,800g tinned plum tomatoes,tomatoes
4016,315,450g dried pasta,pasta
4017,315,salt and pepper,salt and pepper
4018,315,"handful of fresh basil, plus extra to serve",basil
4019,315,parmesan cheese,parmesan cheese
4020,315,2 balls of mozzarella,mozzarella
4021,316,1 large butternut squash,butternut squash
4022,316,1 tsp dried thyme,thyme
4023,316,250g tilda basmati and wild rice,tilda basmati and wild rice
4024,316,150g pistachios,pisachios
4025,316,1 clove garlic,garlic
4026,316,200g silken tofu,tofu
4027,316,1 tbsp miso paste,miso paste
4028,316,large bunch of parsley ,parsley
4029,316,large bunch of coriander ,coriander
4030,316,1 birds eye chilli,chilli
4031,316,1 lemon,lemon
4032,316,pomegranate seeds,pomegranate seeds
4033,316,a small handful of dill,dill
4034,316,50g mixed seeds,seeds
4035,316,olive oil,olive oil
4036,316,salt,salt
4037,317,180ml whole milk,milk
4038,317,1 earl grey teabag,earl grey
4039,317,2 cardamom pods,cardamom pods
4040,317,100g butter,butter
4041,317,7g fast-action dried yeast,active dry quick rise yeast
4042,317,85g caster sugar,caster sugar
4043,317,450g strong white bread flour,bread flour
4044,317,1 1⁄2 tsp ground mixed spice,spice
4045,317,2 eggs,eggs
4046,317,125g currants,currants
4047,317,50g mixed peel,peel
4048,317,3 tbsp plain flour,flour
4049,317,salt,salt
4050,318,250g arla skyr yogurt,skyr yogurt
4051,318,250g self-raising flour,self-raising flour
4052,318,salt,salt
4053,318,800g tinned chickpeas,chickpeas
4054,318,2 cloves of garlic,garlic
4055,318,4 tsp garam masala,garam masala
4056,318,4 tsp fennel seeds,fennel seeds
4057,318,200g spinach,spinach
4058,318,large bunch of coriander,coriander
4059,318,400g baby tomatoes,tomatoes
4060,318,4 eggs,eggs
4061,318,4 tbsp chilli oil,chilli oil
4062,318,100g 0% arla skyr yogurt,skyr yogurt
4063,318,salt,salt
4064,318,pepper,pepper
4065,318,extra virgin olive oil,virgin olive oil
4066,319,300g potatoes,potatoes
4067,319,250g smoked haddock,haddock
4068,319,150ml milk,milk
4069,319,1 bunch spring onions,spring onions
4070,319,a small handful of parsley,parsley
4071,319,150g quaker jumbo oats,oats
4072,319,2 lemons,lemon
4073,319,1 tsp wholegrain mustard,wholegrain mustard
4074,319,2 eggs,eggs
4075,319,200g half-fat creme fraiche,creme fraiche
4076,319,1 cooked beetroot,beetroot
4077,319,"150g leafy greens, to serve",dark leafy greens
4078,319,salt,salt
4079,319,pepper,pepper
4080,319,olive oil,olive oil
4081,320,4 eggs,eggs
4082,320,400g ‘00’ flour,flour
4083,320,500g cherry tomatoes on the vine,cherry tomatoes
4084,320,50g coarse semolina,semolina
4085,320,3 cloves of garlic,garlic
4086,320,1 tsp chilli flakes,chilli
4087,320,1 tsp tomato puree,tomato puree
4088,320,150g mascarpone,mascarpone
4089,320,30g parmesan,parmesan
4090,320,salt,salt
4091,320,pepper,pepper
4092,320,olive oil,olive oil
4093,321,800g new potatoes,potatoes
4094,321,4 large red peppers,peppers
4095,321,1 lemon,lemon
4096,321,8 chicken thighs,chicken thighs
4097,321,3 tsp smoked paprika,paprika
4098,321,8 spring onions,spring onions
4099,321,50g blanched almonds,almonds
4100,321,1 tbsp sherry vinegar,sherry vinegar
4101,321,"handful of parsley, to serve",parsley
4102,321,salt,salt
4103,321,olive oil,olive oil
4104,322,500g quorn pieces,quorn pieces
4105,322,3 tbsp soy sauce,soy sauce
4106,322,2 tbsp cornflour,cornflour
4107,322,2 tsp shaoxing wine,shaoxing wine
