recipeID,ingredient_and_quantity,ingredient_gt
273,30g plain flour,flour
273,½ tsp smoked paprika,paprika
273,250ml whole milk,milk
273,75g plain flour,flour
273,2 eggs,eggs
273,60g panko breadcrumbs,panko breadcrumbs
273,salt,salt
273,vegetable oil,vegetable oil
274,200g plain flour,flour
274,7g dried instant yeast,yeast
274,½ tsp sugar,sugar
274,3 tbsp butter,butter
274,50g flaked almonds,flaked almonds
274,25g sultanas,sultanas
274,25g desiccated coconut,coconut
274,25g brown sugar,sugar
274,½ tsp ground cinnamon,cinnamon
274,½ tsp ground cumin,cumin
274,small handful of coriander leaves,coriander
274,vegetable oil,vegetable oil
274,salt,salt
275,500g chicken breast,chicken breast
275,1 tsp ground white pepper,pepper
275,300g self-raising flour,self-raising flour
275,200ml pineapple juice,pineapple juice
275,4 tbsp apple cider vinegar,apple cider vinegar
275,50g light brown sugar,sugar
275,4 tbsp ketchup,ketchup
275,2 tbsp soy sauce,soy sauce
275,1 tbsp cornflour,cornflour
275,bamboo skewers,bamboo skewers
276,2 large onions,onions
276,1 aubergine,aubergine
276,2 red peppers,peppers
276,1 tsp ground cumin,cumin
276,1 tsp ground coriander,coriander
276,3 garlic cloves,garlic
276,2 tbsp rose harissa paste,harissa paste
276,250g tilda basmati and wild rice,tilda basmati and wild rice
276,500ml veg stock,vegetable stock
276,a handful of coriander,coriander
276,a handful of almond flakes,almond
276,1 lemon,lemon
276,150g yoghurt,yoghurt
276,oil,oil
276,salt,salt
277,600g plain yoghurt,yoghurt
277,3cm knob of ginger,ginger
277,3 cloves of garlic,garlic
277,3 tbsp tandoori masala,tandoori masala
277,1 tsp chilli powder,chilli powder
277,1 tsp garam masala,garam masala
277,8 chicken thigh fillets,chicken thigh
277,handful of mint,mint
277,handful of coriander,coriander
277,½ red onion,onion
277,2 large tomatoes,tomatoes
277,1 red chilli,chilli
277,½ cucumber,cucumber
277,1 lemon,lemon
277,4 tbsp mango chutney,mango chutney
277,4 burger buns,burger buns
277,salt,salt
277,pepper,pepper
278,500g chicken thighs,chicken thighs
278,2 stalks lemongrass,lemongrass
278,½ small brown onion,onion
278,5 cm knob ginger,ginger
278,1 red chilli,chilli
278,1 tbsp coriander seeds,coriander seeds
278,1 tbsp fennel seeds,fennel seeds
278,3 cloves garlic,garlic
278,150g light brown sugar,sugar
278,100ml soy sauce,soy sauce
278,100ml balsamic vinegar,balsamic vinegar
278,1 tsp cornflour,cornflour
278,½ red cabbage,cabbage
278,3 carrots,carrots
278,bunch of mint,mint
278,bunch of coriander,coriander
278,2 limes,lime
278,sugar,sugar
278,a small handful peanuts,peanuts
278,olive oil,olive oil
279,6 pret frozen chocolate croissants,chocolate croissants
279,1 tbsp butter,butter
279,150g dark chocolate,dark chocolate
279,100g skin-on almonds,almonds
279,4 tbsp almond butter,almond butter
279,200ml milk,milk
279,400ml double cream,double cream
279,2 tbsp caster sugar,caster sugar
279,2 tsp vanilla extract,vanilla extract
279,4 eggs,eggs
279,a handful of pret dark choc & almond granola (to serve),granola
279,vanilla ice cream (to serve),vanilla ice cream
279,icing sugar (to serve),icing sugar
280,4 pret frozen all-butter croissants,croissants
280,200g gruyère,gruyere
280,40g butter,butter
280,40g flour,flour
280,400ml milk,milk
280,2 tsp dijon mustard,dijon mustard
280,pinch of nutmeg,nutmeg
280,8 slices of ham,ham
280,4 eggs,eggs
280,handful of chives,chives
280,salt,salt
280,pepper,pepper
281,1 head of broccoli,broccoli
281,1 bunch spring onions,spring onions
281,2 red chillies,chillies
281,4 cloves of garlic,garlic
281,3 tbsp tahini,tahini
281,4 tbsp dark soy sauce,dark soy sauce
281,225g smoked tofu,tofu
281,500g egg noodles,egg noodles
282,1 loaf of ciabatta,ciabatta
282,6 cloves garlic,garlic
282,100g cream cheese,cream cheese
282,150g cheddar cheese,cheddar cheese
282,50g butter,butter
282,a small handful of parsley,parsley
282,250g mozzarella,mozzarella
282,salt,salt
282,pepper,pepper
282,olive oil,olive oil
283,150g streaky bacon,streaky bacon
283,6 cloves garlic,garlic
283,3 large onions,onions
283,2 jalapeños,jalapeno chilies
283,3 tbsp butter,butter
283,4 tbsp plain flour,flour
283,750ml milk,milk
283,200g red leicester cheese,cheese
283,5 american cheese slices,cheese slices
283,8 sausages,sausages
283,a small handful of chives,chives
283,8 hot dog buns,hot dog bun
283,salt,salt
283,olive oil,olive oil
284,1 red onion,onion
284,1 clove of garlic,garlic
284,½ tsp ground cumin,cumin
284,½ tsp ground cinnamon,cinnamon
284,400g tinned cherry tomatoes,cherry tomatoes
284,1 tbsp rose harissa paste,harissa paste
284,4 pret all-butter croissants,croissants
284,1 tsp dried oregano,oregano
284,4 small eggs,eggs
284,handful of parsley,parsley
284,50g feta,feta
284,salt,salt
284,pepper,pepper
284,olive oil,olive oil
285,2 heads of cauliflower,cauliflower
285,550g jarred chickpeas,chickpeas
285,2 tsp ground cumin,cumin
285,2 tsp smoked paprika,paprika
285,small bunch of parsley,parsley
285,1 pomegranate,pomegranate
285,4 tbsp tahini,tahini
285,1 lemon,lemon
285,1 tbsp honey or agave,honey or agave nectar
285,2 x 250g cooked puy lentils,puy lentils
285,salt,salt
285,pepper,pepper
286,2 tbsp chipotle chilli flakes,chipotle chile
286,2 tbsp smoked paprika,paprika
286,2 tbsp cayenne pepper,cayenne pepper
286,8 cloves garlic,garlic
286,2 onion,onion
286,2 tbsp cumin,cumin
286,2 tbsp oregano,oregano
286,1kg frozen oven fries,french fries
286,4 chicken legs,chicken legs
286,4 tbsps tomato purée,tomato puree
286,2 tbsp cider vinegar,cider vinegar
286,100g sour cream,sour cream
286,2 avocados,avocado
286,2 lime,lime
286,100g strong grated cheddar,cheddar
286,2 tbsp of jarred jalapenos,jalapeno chilies
286,handful of coriander,coriander
286,salt,salt
286,pepper,pepper
286,olive oil,olive oil
287,200g pearl barley,pearl barley
287,300g sweet potato,potato
287,1 head red cabbage,cabbage
287,a bunch of coriander,coriander
287,250g halloumi,halloumi
287,2 red chilli,chilli
287,2 limes,lime
287,2 tbsp smooth peanut butter,peanut butter
287,olive oil,olive oil
287,salt,salt
287,pepper,pepper
288,200g greek yoghurt,yoghurt
288,1 tsp paprika,paprika
288,4 tsp garlic powder,garlic powder
288,4 tsp chilli powder,chilli powder
288,4 tsp italian herb mix,herb mix
288,1 tsp yellow mustard,mustard
288,3 tbsp sriracha,sriracha
288,2 eggs,eggs
288,4 chicken thighs,chicken thighs
288,300g plain flour,flour
288,100g mayo,mayonnaise
288,1 tsp apple cider vinegar,apple cider vinegar
288,¼ head lettuce,lettuce
288,2 tomatoes,tomatoes
288,4 brioche burger buns,brioche buns
288,4 american cheese slices,cheese slices
288,salt,salt
288,pepper,pepper
288,vegetable oil,vegetable oil
289,1 large onion,onion
289,2 red chillies,chillies
289,4 spring onions,spring onions
289,3cm knob of ginger,ginger
289,2 cloves of garlic,garlic
289,500g rump steak,rump steak
289,1 egg,egg
289,75g cornflour,cornflour
289,½ tsp white pepper,pepper
289,40g sriracha,sriracha
289,30g tomato ketchup,tomato ketchup
289,30g rice wine vinegar,seasoned rice wine vinegar
289,40g caster sugar,caster sugar
289,30g soy sauce,soy sauce
289,salt,salt
289,vegetable oil,vegetable oil
290,1 tsp fennel seeds,fennel seeds
290,4 pork sausages,pork sausages
290,2 banana shallots,banana shallots
290,1 red chilli,chilli
290,4 cloves garlic,garlic
290,½ bunch basil,basil
290,½ bunch flat leaf parsley,parsley
290,200g cherry tomatoes (we used datterini),cherry tomatoes
290,1 sprig of thyme,thyme
290,200ml white wine,wine
290,1 tbsp tomato purée,tomato puree
290,200g dried de cecco tagliatelle/ pappardelle,tagliatelle or pappardelle
290,50g cold unsalted butter,butter
290,50g parmesan,parmesan
290,salt,salt
290,olive oil,olive oil
291,1 aubergine,aubergine
291,4 tomatoes,tomatoes
291,1 tsp dried oregano,oregano
291,one bulb of garlic,garlic
291,1 small ciabatta roll,ciabatta roll
291,2 tbsp red wine vinegar,wine vinegar
291,50g parmesan,parmesan
291,150g rocket,rocket
291,150g watercress,watercress
291,a bunch of basil,basil
291,100g mozzarella,mozzarella
291,olive oil,olive oil
291,salt,salt
291,pepper,pepper
292,1 onion,onion
292,5 cloves of garlic,garlic
292,a small handful of parsley,parsley
292,100g 'nduja paste,'nduja paste
292,400g tinned chopped tomatoes,tomatoes
292,2 tsp chilli flakes,chilli
292,400g pasta,pasta
292,50g butter,butter
292,2 balls burrata,burrata
292,salt,salt
292,pepper,pepper
292,olive oil,olive oil
293,1kg bone-in chicken thigh,chicken thigh
293,2 tbsp smoked paprika,paprika
293,1 red onion,onion
293,small handful parsley,parsley
293,2 lemons,lemon
293,½ head of white cabbage,cabbage
293,200g sour cream,sour cream
293,2 tbsp hot sauce,sauce
293,4 pittas,pita bread
293,salt,salt
293,pepper,pepper
293,olive oil,olive oil
294,350g sirloin strips,sirloin strips
294,4 tbsp soy sauce,soy sauce
294,4 cloves garlic,garlic
294,2 tbsp rice wine vinegar,seasoned rice wine vinegar
294,4cm knob of ginger,ginger
294,1 red chilli,chilli
294,1 onion,onion
294,4 spring onions,spring onions
294,150g tenderstem broccoli,broccoli
294,2 tsp bicarbonate of soda,bicarbonate of soda
294,75g chikas black pepper cashews,cashews
294,4 tbsp black bean sauce,bean sauce
294,400g pappardelle,pappardelle
294,1 tbsp cornflour,cornflour
294,olive oil,olive oil
295,2 sticks of lemongrass,lemongrass
295,2 cloves of garlic,garlic
295,2 tbsp crispy chilli oil,chilli oil
295,1 tsp ground coriander,coriander
295,½ tsp turmeric,turmeric
295,4 chicken thigh fillets,chicken thigh
295,2 tbsp smooth peanut butter,peanut butter
295,2 tbsp coconut yoghurt,coconut yoghurt
295,1 tbsp soy sauce,soy sauce
295,3 tbsp mayonnaise,mayonnaise
295,2 large carrots,carrots
295,½ red cabbage,cabbage
295,bunch of coriander,coriander
295,2 limes,lime
295,4 brioche buns,brioche buns
295,salt,salt
295,pepper,pepper
295,vegetable oil,vegetable oil
296,250g block of halloumi,halloumi
296,1 onion,onion
296,1 green pepper,pepper
296,1 red pepper,pepper
296,2 cloves of garlic,garlic
296,225g chorizo ring,chorizo
296,1 tsp hot smoked paprika,paprika
296,½ tsp cayenne pepper,cayenne pepper
296,½ tsp dried oregano,oregano
296,400g chopped tomatoes,tomatoes
296,250g tilda easy cook long grain rice,grain rice
296,300ml chicken stock,chicken stock
296,2 spring onions,spring onions
296,salt,salt
296,pepper,pepper
296,olive oil,olive oil
297,650g maris piper potatoes,potatoes
297,2 eggs,eggs
297,"90g grated parmesan, plus more to serve",parmesan
297,150g '00' flour,flour
297,35g unsalted butter,butter
297,salt,salt
297,black pepper,pepper
298,1kg baby potatoes,potatoes
298,2 tsp smoked paprika,paprika
298,1 lemon,lemon
298,1 bulb garlic,garlic
298,1 whole chicken (about 1.5kg),chicken
298,200g 'nduja,nduja
298,1 tsp dried thyme,thyme
298,a small handful of parsley,parsley
298,200g mayonnaise,mayonnaise
298,olive oil,olive oil
298,salt,salt
298,pepper,pepper
299,500g chicken thighs,chicken thighs
299,2 eggs,eggs
299,1 tsp white pepper powder,pepper powder
299,3 lemons,lemon
299,3 tbsp sugar,sugar
299,4 tbsp soy sauce,soy sauce
299,1 onion,onion
299,3 cloves of garlic,garlic
299,3cm knob of ginger,ginger
299,400ml chicken stock,chicken stock
299,200g plain flour,flour
299,1 tbsp cornflour,cornflour
299,1 tbsp toasted sesame seeds,sesame seeds
300,2 cloves of garlic,garlic
300,800g chopped tomatoes,tomatoes
300,75g crème fraîche,creme fraiche
300,200g whole leaf kale,kale
300,250g ricotta,ricotta
300,1 lemon,lemon
300,80g sacla' basil pesto,basil pesto sauce
300,250g conchiglioni,conchiglioni
300,150g mozzarella ball,mozzarella
300,salt,salt
300,pepper,pepper
300,olive oil,olive oil
301,100g soft toffees,toffee
301,3 tbsp milk,milk
301,1 tsp miso paste,miso paste
301,20g butter,butter
301,125g mini marshmallows,marshmallows
301,220g dark chocolate,dark chocolate
301,300ml double cream,double cream
302,4 bread roll subs,bread subs
302,40ml buttermilk,buttermilk
302,50ml chicken stock,chicken stock
302,a handful of parsley,parsley
302,½ onion,onion
302,4 cloves of garlic,garlic
302,2 eggs,eggs
302,1 tsp dried oregano,oregano
302,½ tsp ground fennel seeds,fennel seeds
302,225g beef mince,beef mince
302,225 pork mince,pork mince
302,100g parmesan cheese,parmesan cheese
302,200g mayonnaise,mayonnaise
302,2 tbsp apple cider vinegar,apple cider vinegar
302,2 tbsp 'nduja paste,'nduja paste
302,1 lemon,lemon
302,1 head iceberg lettuce,lettuce
302,150g tenderstem broccoli,broccoli
302,50ml sherry vinegar,sherry vinegar
302,12 slices mortadella,mortadella
302,olive oil,olive oil
302,salt,salt
302,pepper,pepper
303,400g flat rice noodles,rice noodles
303,3 cloves of garlic,garlic
303,2 red chillies,chillies
303,1 onion,onion
303,2 spring onions,spring onions
303,a bunch of basil,basil
303,400g chicken breast,chicken breast
303,2 tsp fish sauce,fish sauce
303,3 tbsp oyster sauce,oyster sauce
303,2 tbsp soy sauce,soy sauce
303,2 tsp sugar,sugar
303,vegetable oil,vegetable oil
304,small bunch of parsley,parsley
304,small bunch of basil,basil
304,2 tbsp capers,capers
304,3 tbsp sherry vinegar,sherry vinegar
304,225g chorizo ring,chorizo
304,4 cloves of garlic,garlic
304,2 red peppers,peppers
304,450g gnocchi,gnocchi
304,20g parmesan,parmesan
304,salt,salt
304,pepper,pepper
304,olive oil,olive oil
305,5 cloves of garlic,garlic
305,1 red chilli,chilli
305,handful of basil,basil
305,4 large tomatoes,tomatoes
305,250g cherry tomatoes,cherry tomatoes
305,1 vegetable stock cube,vegetable stock
305,500g orzo,orzo
305,salt,salt
305,pepper,pepper
305,olive oil,olive oil
306,400g tinned chickpeas,chickpeas
306,400g cherry tomatoes,cherry tomatoes
306,1 tsp ground cumin,cumin
306,1 tsp ground cinnamon,cinnamon
306,200g bulgur wheat,bulgur wheat
306,400ml vegetable stock,vegetable stock
306,2 tbsp rose harissa paste,harissa paste
306,handful of parsley,parsley
306,"4 tbsp yoghurt (optional, or use dairy-free alternative)",yoghurt
306,salt,salt
306,olive oil,olive oil
307,4 cloves,cloves
307,3 cardamom pods,cardamom pods
307,1 tbsp coriander seeds,coriander seeds
307,1 tbsp cumin seeds,cumin seeds
307,2 shallots,shallots
307,2 sticks of lemongrass,lemongrass
307,6 cloves of garlic,garlic
307,3cm knob of galangal (or ginger),galangal or ginger
307,2 red chillies,chillies
307,½ tsp turmeric,turmeric
307,2 fresh kaffir lime leaves,kaffir lime leaves
307,800g lamb neck fillet,lamb neck
307,1 star anise,star anise
307,1 stick of cinnamon,cinnamon
307,400ml coconut milk,coconut milk
307,500ml chicken stock,chicken stock
307,8 small waxy potatoes (e.g. new potatoes),waxy potatoes
307,50g peanuts,peanuts
307,handful of coriander,coriander
307,1 tsp tamarind paste,tamarind paste
307,1 tbsp soft brown sugar,sugar
307,400g tilda jasmine rice,jasmin rice
307,salt,salt
307,vegetable oil,vegetable oil
308,2 x 175g quorn makes amazing peri peri strips,peri peri strips
308,1 red onion,onion
308,1 scotch bonnet,scotch bonnet
308,1 mango,mango
308,2 tbsp apple cider vinegar,apple cider vinegar
308,1 tsp caster sugar,caster sugar
308,200g tinned chopped tomatoes,tomatoes
308,1 tbsp tomato purée,tomato puree
308,1 tbsp agave syrup,agave syrup
308,2 cloves of garlic,garlic
308,150g dairy-free yoghurt,yoghurt
308,1 lemon,lemon
308,4 pittas,pita bread
308,100g mixed lettuce leaves,lettuce leaves
309,1 large butternut squash,butternut squash
309,1 tsp chilli flakes,chilli
309,1 tsp fennel seeds,fennel seeds
309,1 large onion,onion
309,2 cloves of garlic,garlic
309,800g pork sausages,pork sausages
309,handful of basil,basil
309,50g butter,butter
309,50g flour,flour
309,850ml milk,milk
309,200g taleggio,taleggio
309,pinch of nutmeg,nutmeg
309,12 fresh lasagne sheets,lasagne sheets
309,150g mozzarella,mozzarella
309,salt,salt
309,pepper,pepper
309,olive oil,olive oil
310,1kg potatoes,potatoes
310,1 bulb of garlic,garlic
310,handful of rosemary,rosemary
310,salt,salt
310,pepper,pepper
310,olive oil,olive oil
311,4 hot cross buns,hot cross buns
311,2 eggs,eggs
311,100ml milk,milk
311,2 tbsp caster sugar,caster sugar
311,½ tsp cinnamon,cinnamon
311,knob of butter,butter
311,4 tbsp greek yoghurt,yoghurt
311,2 bananas,bananas
311,4 tbsp honey,honey
312,1 bulb of garlic,garlic
312,1.4kg vine ripened tomatoes,vine ripened tomatoes
312,2 tbsp sherry vinegar (or red wine vinegar),sherry vinegar or wine vinegar
312,bunch of basil,basil
312,300ml milk,milk
312,1 bay leaf,bay leaf
312,generous grating of nutmeg,nutmeg
312,25g butter,butter
312,25g flour,flour
312,250g mozzarella,mozzarella
312,200g spinach,spinach
312,2 tbsp butter,butter
312,2 leeks,leeks
312,200g crème fraîche,creme fraiche
312,200g castello danish blue cheese,blue cheese
312,generous grating of nutmeg,nutmeg
